"Best Solution","Depth","Size","Fitness","Evals","Avg. Fitness","Time (s)"
"(* (+ (+ x x) 5) x)",4,7,63,1775,1248.23,
"(* (+ (+ x x) 5) x)",4,7,63,1776,1248.23,
"(* (+ (+ x x) 5) x)",4,7,63,1777,1246.8,
"(* (+ (+ x x) 5) x)",4,7,63,1778,1246.8,
"(* (+ (+ x x) 5) x)",4,7,63,1779,1246.62,
"(* (+ (+ x x) 5) x)",4,7,63,1780,1246.58,
"(* (+ (+ x x) 5) x)",4,7,63,1781,1245.58,
"(* (+ (+ x x) 5) x)",4,7,63,1782,1244.09,
"(* (+ (+ x x) 5) x)",4,7,63,1783,1243.09,
"(* (+ (+ x x) 5) x)",4,7,63,1784,1243.09,
"(* (+ (+ x x) 5) x)",4,7,63,1785,1241.66,
"(* (+ (+ x x) 5) x)",4,7,63,1786,1241.64,
"(* (+ (+ x x) 5) x)",4,7,63,1787,1241.64,
"(* (+ (+ x x) 5) x)",4,7,63,1788,1241.64,
"(* (+ (+ x x) 5) x)",4,7,63,1789,1240.87,
"(* (+ (+ x x) 5) x)",4,7,63,1790,1239.44,
"(* (+ (+ x x) 5) x)",4,7,63,1791,1238.68,
"(* (+ (+ x x) 5) x)",4,7,63,1792,1238.45,
"(* (+ (+ x x) 5) x)",4,7,63,1793,1237.45,
"(* (+ (+ x x) 5) x)",4,7,63,1794,1236.68,
"(* (+ (+ x x) 5) x)",4,7,63,1795,1236.63,
"(* (+ (+ x x) 5) x)",4,7,63,1796,1236.63,
"(* (+ (+ x x) 5) x)",4,7,63,1797,1235.93,
"(* (+ (+ x x) 5) x)",4,7,63,1798,1235.91,
"(* (+ (+ x x) 5) x)",4,7,63,1799,1234.48,
"(* (+ (+ x x) 5) x)",4,7,63,1800,1233.37,
"(* (+ (+ x x) 5) x)",4,7,63,1801,1231.89,
"(* (+ (+ x x) 5) x)",4,7,63,1802,1231.06,
"(* (+ (+ x x) 5) x)",4,7,63,1803,1230.97,
"(* (+ (+ x x) 5) x)",4,7,63,1804,1230.2,
"(* (+ (+ x x) 5) x)",4,7,63,1805,1228.72,
"(* (+ (+ x x) 5) x)",4,7,63,1806,1228.65,
"(* (+ (+ x x) 5) x)",4,7,63,1807,1228.65,
"(* (+ (+ x x) 5) x)",4,7,63,1808,1228.65,
"(* (+ (+ x x) 5) x)",4,7,63,1809,1227.83,
"(* (+ (+ x x) 5) x)",4,7,63,1810,1226.4,
"(* (+ (+ x x) 5) x)",4,7,63,1811,1225.68,
"(* (+ (+ x x) 5) x)",4,7,63,1812,1225.68,
"(* (+ (+ x x) 5) x)",4,7,63,1813,1224.68,
"(* (+ (+ x x) 5) x)",4,7,63,1814,1224.68,
"(* (+ (+ x x) 5) x)",4,7,63,1815,1223.19,
"(* (+ (+ x x) 5) x)",4,7,63,1816,1223.19,
"(* (+ (+ x x) 5) x)",4,7,63,1817,1223.19,
"(* (+ (+ x x) 5) x)",4,7,63,1818,1221.71,
"(* (+ (+ x x) 5) x)",4,7,63,1819,1220.94,
"(* (+ (+ x x) 5) x)",4,7,63,1820,1220.94,
"(* (+ (+ x x) 5) x)",4,7,63,1821,1220.22,
"(* (+ (+ x x) 5) x)",4,7,63,1822,1220.22,
"(* (+ (+ x x) 5) x)",4,7,63,1823,1218.74,
"(* (+ (+ x x) 5) x)",4,7,63,1824,1217.31,
"(* (+ (+ x x) 5) x)",4,7,63,1825,1217.12,
"(* (+ (+ x x) 5) x)",4,7,63,1826,1217.12,
"(* (+ (+ x x) 5) x)",4,7,63,1827,1216.42,
"(* (+ (+ x x) 5) x)",4,7,63,1828,1216.42,
"(* (+ (+ x x) 5) x)",4,7,63,1829,1214.94,
"(* (+ (+ x x) 5) x)",4,7,63,1830,1213.94,
"(* (+ (+ x x) 5) x)",4,7,63,1831,1213.22,
"(* (+ (+ x x) 5) x)",4,7,63,1832,1212.39,
"(* (+ (+ x x) 5) x)",4,7,63,1833,1211.29,
"(* (+ (+ x x) 5) x)",4,7,63,1834,1210.58,
"(* (+ (+ x x) 5) x)",4,7,63,1835,1209.87,
"(* (+ (+ x x) 5) x)",4,7,63,1836,1209.17,
"(* (+ (+ x x) 5) x)",4,7,63,1837,1209.17,
"(* (+ (+ x x) 5) x)",4,7,63,1838,1209.14,
"(* (+ (+ x x) 5) x)",4,7,63,1839,1207.65,
"(* (+ (+ x x) 5) x)",4,7,63,1840,1206.43,
"(* (+ (+ x x) 5) x)",4,7,63,1841,1205.67,
"(* (+ (+ x x) 5) x)",4,7,63,1842,1205.67,
"(* (+ (+ x x) 5) x)",4,7,63,1843,1204.96,
"(* (+ (+ x x) 5) x)",4,7,63,1844,1203.97,
"(* (+ (+ x x) 5) x)",4,7,63,1845,1203.97,
"(* (+ (+ x x) 5) x)",4,7,63,1846,1202.97,
"(* (+ (+ x x) 5) x)",4,7,63,1847,1202.25,
"(* (+ (+ x x) 5) x)",4,7,63,1848,1202.22,
"(* (+ (+ x x) 5) x)",4,7,63,1849,1201.51,
"(* (+ (+ x x) 5) x)",4,7,63,1850,1200.02,
"(* (+ (+ x x) 5) x)",4,7,63,1851,1199.3,
"(* (+ (+ x x) 5) x)",4,7,63,1852,1199.3,
"(* (+ (+ x x) 5) x)",4,7,63,1853,1199.27,
"(* (+ (+ x x) 5) x)",4,7,63,1854,1199.27,
"(* (+ (+ x x) 5) x)",4,7,63,1855,1198.57,
"(* (+ (+ x x) 5) x)",4,7,63,1856,1197.8,
"(* (+ (+ x x) 5) x)",4,7,63,1857,1197.1,
"(* (+ (+ x x) 5) x)",4,7,63,1858,1196.29,
"(* (+ (+ x x) 5) x)",4,7,63,1859,1194.81,
"(* (+ (+ x x) 5) x)",4,7,63,1860,1193.81,
"(* (+ (+ x x) 5) x)",4,7,63,1861,1193.81,
"(* (+ (+ x x) 5) x)",4,7,63,1862,1193.81,
"(* (+ (+ x x) 5) x)",4,7,63,1863,1193.8,
"(* (+ (+ x x) 5) x)",4,7,63,1864,1193.8,
"(* (+ (+ x x) 5) x)",4,7,63,1865,1193.03,
"(* (+ (+ x x) 5) x)",4,7,63,1866,1193.03,
"(* (+ (+ x x) 5) x)",4,7,63,1867,1192.33,
"(* (+ (+ x x) 5) x)",4,7,63,1868,1191.33,
"(* (+ (+ x x) 5) x)",4,7,63,1869,1190.12,
"(* (+ (+ x x) 5) x)",4,7,63,1870,1190.09,
"(* (+ (+ x x) 5) x)",4,7,63,1871,1190.09,
"(* (+ (+ x x) 5) x)",4,7,63,1872,1189.39,
"(* (+ (+ x x) 5) x)",4,7,63,1873,1188.69,
"(* (+ (+ x x) 5) x)",4,7,63,1874,1188.66,
"(* (+ (+ x x) 5) x)",4,7,63,1875,1187.94,
"(* (+ (+ x x) 5) x)",4,7,63,1876,1187.12,
"(* (+ (+ x x) 5) x)",4,7,63,1877,1186.35,
"(* (+ (+ x x) 5) x)",4,7,63,1878,1184.87,
"(* (+ (+ x x) 5) x)",4,7,63,1879,1183.44,
"(* (+ (+ x x) 5) x)",4,7,63,1880,1181.95,
"(* (+ (+ x x) 5) x)",4,7,63,1881,1181.25,
"(* (+ (+ x x) 5) x)",4,7,63,1882,1179.76,
"(* (+ (+ x x) 5) x)",4,7,63,1883,1178.99,
"(* (+ (+ x x) 5) x)",4,7,63,1884,1178.99,
"(* (+ (+ x x) 5) x)",4,7,63,1885,1178.28,
"(* (+ (+ x x) 5) x)",4,7,63,1886,1177.17,
"(* (+ (+ x x) 5) x)",4,7,63,1887,1177.17,
"(* (+ (+ x x) 5) x)",4,7,63,1888,1175.95,
"(* (+ (+ x x) 5) x)",4,7,63,1889,1175.91,
"(* (+ (+ x x) 5) x)",4,7,63,1890,1175.14,
"(* (+ (+ x x) 5) x)",4,7,63,1891,1174.03,
"(* (+ (+ x x) 5) x)",4,7,63,1892,1173.32,
"(* (+ (+ x x) 5) x)",4,7,63,1893,1172.21,
"(* (+ (+ x x) 5) x)",4,7,63,1894,1171.1,
"(* (+ (+ x x) 5) x)",4,7,63,1895,1171.1,
"(* (+ (+ x x) 5) x)",4,7,63,1896,1169.62,
"(* (+ (+ x x) 5) x)",4,7,63,1897,1169.57,
"(* (+ (+ x x) 5) x)",4,7,63,1898,1168.46,
"(* (+ (+ x x) 5) x)",4,7,63,1899,1167.24,
"(* (+ (+ x x) 5) x)",4,7,63,1900,1167.2,
"(* (+ (+ x x) 5) x)",4,7,63,1901,1166.96,
"(* (+ (+ x x) 5) x)",4,7,63,1902,1166.96,
"(* (+ (+ x x) 5) x)",4,7,63,1903,1166.25,
"(* (+ (+ x x) 5) x)",4,7,63,1904,1165.55,
"(* (+ (+ x x) 5) x)",4,7,63,1905,1164.55,
"(* (+ (+ x x) 5) x)",4,7,63,1906,1163.55,
"(* (+ (+ x x) 5) x)",4,7,63,1907,1163.55,
"(* (+ (+ x x) 5) x)",4,7,63,1908,1163.55,
"(* (+ (+ x x) 5) x)",4,7,63,1909,1162.12,
"(* (+ (+ x x) 5) x)",4,7,63,1910,1160.64,
"(* (+ (+ x x) 5) x)",4,7,63,1911,1159.31,
"(* (+ (+ x x) 5) x)",4,7,63,1912,1158.59,
"(* (+ (+ x x) 5) x)",4,7,63,1913,1157.11,
"(* (+ (+ x x) 5) x)",4,7,63,1914,1157.11,
"(* (+ (+ x x) 5) x)",4,7,63,1915,1156.39,
"(* (+ (+ x x) 5) x)",4,7,63,1916,1155.62,
"(* (+ (+ x x) 5) x)",4,7,63,1917,1155.62,
"(* (+ (+ x x) 5) x)",4,7,63,1918,1155.62,
"(* (+ (+ x x) 5) x)",4,7,63,1919,1154.85,
"(* (+ (+ x x) 5) x)",4,7,63,1920,1154.21,
"(* (+ (+ x x) 5) x)",4,7,63,1921,1153.5,
"(* (+ (+ x x) 5) x)",4,7,63,1922,1152.73,
"(* (+ (+ x x) 5) x)",4,7,63,1923,1152.01,
"(* (+ (+ x x) 5) x)",4,7,63,1924,1151.25,
"(* (+ (+ x x) 5) x)",4,7,63,1925,1151.25,
"(* (+ (+ x x) 5) x)",4,7,63,1926,1151.25,
"(* (+ (+ x x) 5) x)",4,7,63,1927,1151.25,
"(* (+ (+ x x) 5) x)",4,7,63,1928,1150.55,
"(* (+ (+ x x) 5) x)",4,7,63,1929,1150.55,
"(* (+ (+ x x) 5) x)",4,7,63,1930,1150.55,
"(* (+ (+ x x) 5) x)",4,7,63,1931,1150.52,
"(* (+ (+ x x) 5) x)",4,7,63,1932,1150.52,
"(* (+ (+ x x) 5) x)",4,7,63,1933,1150.46,
"(* (+ (+ x x) 5) x)",4,7,63,1934,1149.74,
"(* (+ (+ x x) 5) x)",4,7,63,1935,1149.74,
"(* (+ (+ x x) 5) x)",4,7,63,1936,1148.26,
"(* (+ (+ x x) 5) x)",4,7,63,1937,1146.82,
"(* (+ (+ x x) 5) x)",4,7,63,1938,1146,
"(* (+ (+ x x) 5) x)",4,7,63,1939,1144.56,
"(* (+ (+ x x) 5) x)",4,7,63,1940,1143.85,
"(* (+ (+ x x) 5) x)",4,7,63,1941,1143.85,
"(* (+ (+ x x) 5) x)",4,7,63,1942,1142.42,
"(* x (+ (+ x 5) x))",4,7,63,1943,1140.94,
"(* x (+ (+ x 5) x))",4,7,63,1944,1140.94,
"(* x (+ (+ x 5) x))",4,7,63,1945,1139.51,
"(* x (+ (+ x 5) x))",4,7,63,1946,1138.03,
"(* x (+ (+ x 5) x))",4,7,63,1947,1136.55,
"(* x (+ (+ x 5) x))",4,7,63,1948,1135.34,
"(* x (+ (+ x 5) x))",4,7,63,1949,1133.86,
"(* x (+ (+ x 5) x))",4,7,63,1950,1132.38,
"(* x (+ (+ x 5) x))",4,7,63,1951,1131.67,
"(* x (+ (+ x 5) x))",4,7,63,1952,1130.19,
"(* x (+ (+ x 5) x))",4,7,63,1953,1128.71,
"(* x (+ (+ x 5) x))",4,7,63,1954,1127.96,
"(* x (+ (+ x 5) x))",4,7,63,1955,1127.28,
"(* x (+ (+ x 5) x))",4,7,63,1956,1127.28,
"(* x (+ (+ x 5) x))",4,7,63,1957,1126.19,
"(* x (+ (+ x 5) x))",4,7,63,1958,1124.71,
"(* x (+ (+ x 5) x))",4,7,63,1959,1123.24,
"(* x (+ (+ x 5) x))",4,7,63,1960,1123.24,
"(* x (+ (+ x 5) x))",4,7,63,1961,1122.49,
"(* x (+ (+ x 5) x))",4,7,63,1962,1121.51,
"(* x (+ (+ x 5) x))",4,7,63,1963,1120.04,
"(* x (+ (+ x 5) x))",4,7,63,1964,1119.33,
"(* x (+ (+ x 5) x))",4,7,63,1965,1119.3,
"(* x (+ (+ x 5) x))",4,7,63,1966,1118.6,
"(* x (+ (+ x 5) x))",4,7,63,1967,1117.13,
"(* x (+ (+ x 5) x))",4,7,63,1968,1117.1,
"(* x (+ (+ x 5) x))",4,7,63,1969,1115.63,
"(* x (+ (+ x 5) x))",4,7,63,1970,1114.88,
"(* x (+ (+ x 5) x))",4,7,63,1971,1113.79,
"(* x (+ (+ x 5) x))",4,7,63,1972,1113.79,
"(* x (+ (+ x 5) x))",4,7,63,1973,1112.32,
"(* x (+ (+ x 5) x))",4,7,63,1974,1111.34,
"(* x (+ (+ x 5) x))",4,7,63,1975,1110.36,
"(* x (+ (+ x 5) x))",4,7,63,1976,1109.67,
"(* x (+ (+ x 5) x))",4,7,63,1977,1109.67,
"(* x (+ (+ x 5) x))",4,7,63,1978,1108.92,
"(* (+ (* x 2) 5) x)",4,7,63,1979,1107.45,
"(* (+ (* x 2) 5) x)",4,7,63,1980,1105.97,
"(* (+ (* x 2) 5) x)",4,7,63,1981,1105.96,
"(* (+ (* x 2) 5) x)",4,7,63,1982,1105.26,
"(* (+ (* x 2) 5) x)",4,7,63,1983,1104.51,
"(* (+ (* x 2) 5) x)",4,7,63,1984,1104.47,
"(* (+ (* x 2) 5) x)",4,7,63,1985,1103,
"(* (+ (* x 2) 5) x)",4,7,63,1986,1101.53,
"(* (+ (* x 2) 5) x)",4,7,63,1987,1101.52,
"(* (+ (* x 2) 5) x)",4,7,63,1988,1101.52,
"(* (+ (* x 2) 5) x)",4,7,63,1989,1101.52,
"(* (+ (* x 2) 5) x)",4,7,63,1990,1101.49,
"(* (+ (* x 2) 5) x)",4,7,63,1991,1100.01,
"(* (+ (* x 2) 5) x)",4,7,63,1992,1100.01,
"(* (+ (* x 2) 5) x)",4,7,63,1993,1098.54,
"(* (+ (* x 2) 5) x)",4,7,63,1994,1098.54,
"(* (+ (* x 2) 5) x)",4,7,63,1995,1097.86,
"(* (+ (* x 2) 5) x)",4,7,63,1996,1096.87,
"(* (+ (* x 2) 5) x)",4,7,63,1997,1095.4,
"(* (+ (* x 2) 5) x)",4,7,63,1998,1094.42,
"(* (+ (* x 2) 5) x)",4,7,63,1999,1094.41,
"(* (+ (* x 2) 5) x)",4,7,63,2000,1094.41,
"(* (+ (* x 2) 5) x)",4,7,63,2001,1092.99,
"(* (+ (* x 2) 5) x)",4,7,63,2002,1092.24,
"(* (+ (* x 2) 5) x)",4,7,63,2003,1091.55,
"(* (+ (* x 2) 5) x)",4,7,63,2004,1090.24,
"(* (+ (* x 2) 5) x)",4,7,63,2005,1088.77,
"(* (+ (* x 2) 5) x)",4,7,63,2006,1088.6,
"(* (+ (* x 2) 5) x)",4,7,63,2007,1087.62,
"(* (+ (* x 2) 5) x)",4,7,63,2008,1086.92,
"(* (+ (* x 2) 5) x)",4,7,63,2009,1086.17,
"(* (+ (* x 2) 5) x)",4,7,63,2010,1085.41,
"(* (+ (* x 2) 5) x)",4,7,63,2011,1084.1,
"(* (+ (* x 2) 5) x)",4,7,63,2012,1084.1,
"(* (+ (* x 2) 5) x)",4,7,63,2013,1082.63,
"(* (+ (* x 2) 5) x)",4,7,63,2014,1081.65,
"(* (+ (* x 2) 5) x)",4,7,63,2015,1081.43,
"(* (+ (* x 2) 5) x)",4,7,63,2016,1081.42,
"(* (+ (* x 2) 5) x)",4,7,63,2017,1081.42,
"(* (+ (* x 2) 5) x)",4,7,63,2018,1081.31,
"(* (+ (* x 2) 5) x)",4,7,63,2019,1079.84,
"(* (+ (* x 2) 5) x)",4,7,63,2020,1079.84,
"(* (+ (* x 2) 5) x)",4,7,63,2021,1079.14,
"(* (+ (* x 2) 5) x)",4,7,63,2022,1079.11,
"(* (+ (* x 2) 5) x)",4,7,63,2023,1079.11,
"(* (+ (* x 2) 5) x)",4,7,63,2024,1079.11,
"(* (+ (* x 2) 5) x)",4,7,63,2025,1079.11,
"(* (+ (* x 2) 5) x)",4,7,63,2026,1077.63,
"(* (+ (* x 2) 5) x)",4,7,63,2027,1077.63,
"(* (+ (* x 2) 5) x)",4,7,63,2028,1077.63,
"(* (+ (* x 2) 5) x)",4,7,63,2029,1076.16,
"(* (+ (* x 2) 5) x)",4,7,63,2030,1074.69,
"(* (+ (* x 2) 5) x)",4,7,63,2031,1074.69,
"(* (+ (* x 2) 5) x)",4,7,63,2032,1074.69,
"(* (+ (* x 2) 5) x)",4,7,63,2033,1074.69,
"(* (+ (* x 2) 5) x)",4,7,63,2034,1073.94,
"(* (+ (* x 2) 5) x)",4,7,63,2035,1072.47,
"(* (+ (* x 2) 5) x)",4,7,63,2036,1072.47,
"(* (+ (* x 2) 5) x)",4,7,63,2037,1072.47,
"(* (+ (* x 2) 5) x)",4,7,63,2038,1071.48,
"(* (+ (* x 2) 5) x)",4,7,63,2039,1070.01,
"(* (+ (* x 2) 5) x)",4,7,63,2040,1068.54,
"(* (+ (* x 2) 5) x)",4,7,63,2041,1068.54,
"(* (+ (* x 2) 5) x)",4,7,63,2042,1067.07,
"(* (+ (* x 2) 5) x)",4,7,63,2043,1067.07,
"(* (+ (* x 2) 5) x)",4,7,63,2044,1066.37,
"(* (+ (* x 2) 5) x)",4,7,63,2045,1065.39,
"(* (+ (* x 2) 5) x)",4,7,63,2046,1065.39,
"(* (+ (* x 2) 5) x)",4,7,63,2047,1064.68,
"(* (+ (* x 2) 5) x)",4,7,63,2048,1063.7,
"(* (+ (* x 2) 5) x)",4,7,63,2049,1062.39,
"(* (+ (* x 2) 5) x)",4,7,63,2050,1060.92,
"(* (+ (* x 2) 5) x)",4,7,63,2051,1060.22,
"(* (+ (* x 2) 5) x)",4,7,63,2052,1058.74,
"(* (+ (* x 2) 5) x)",4,7,63,2053,1057.27,
"(* (+ (* x 2) 5) x)",4,7,63,2054,1056.29,
"(* (+ (* x 2) 5) x)",4,7,63,2055,1054.82,
"(* (+ (* x 2) 5) x)",4,7,63,2056,1054.82,
"(* (+ (* x 2) 5) x)",4,7,63,2057,1053.84,
"(* (+ (* x 2) 5) x)",4,7,63,2058,1052.42,
"(* (+ (* x 2) 5) x)",4,7,63,2059,1052.42,
"(* (+ (* x 2) 5) x)",4,7,63,2060,1052.42,
"(* (+ (* x 2) 5) x)",4,7,63,2061,1050.95,
"(* (+ (* x 2) 5) x)",4,7,63,2062,1050.2,
"(* (+ (* x 2) 5) x)",4,7,63,2063,1049.49,
"(* (+ (* x 2) 5) x)",4,7,63,2064,1048.02,
"(* (+ (* x 2) 5) x)",4,7,63,2065,1047.32,
"(* (+ (* x 2) 5) x)",4,7,63,2066,1047.32,
"(* (+ (* x 2) 5) x)",4,7,63,2067,1047.32,
"(* (+ (* x 2) 5) x)",4,7,63,2068,1046.64,
"(* (+ (* x 2) 5) x)",4,7,63,2069,1045.95,
"(* (+ (* x 2) 5) x)",4,7,63,2070,1045.95,
"(* (+ (* x 2) 5) x)",4,7,63,2071,1045.26,
"(* (+ (* x 2) 5) x)",4,7,63,2072,1043.79,
"(* (+ (* x 2) 5) x)",4,7,63,2073,1043.72,
"(* (+ (* x 2) 5) x)",4,7,63,2074,1043.72,
"(* (+ (* x 2) 5) x)",4,7,63,2075,1043.72,
"(* (+ (* x 2) 5) x)",4,7,63,2076,1043.72,
"(* (+ (* x 2) 5) x)",4,7,63,2077,1043.7,
"(* (+ (* x 2) 5) x)",4,7,63,2078,1043.54,
"(* (+ (* x 2) 5) x)",4,7,63,2079,1043.43,
"(* (+ (* x 2) 5) x)",4,7,63,2080,1043.43,
"(* (+ (* x 2) 5) x)",4,7,63,2081,1043.4,
"(* (+ (* x 2) 5) x)",4,7,63,2082,1043.4,
"(* (+ (* x 2) 5) x)",4,7,63,2083,1041.93,
"(* (+ (* x 2) 5) x)",4,7,63,2084,1041.93,
"(* (+ (* x 2) 5) x)",4,7,63,2085,1041.91,
"(* (+ (* x 2) 5) x)",4,7,63,2086,1041.28,
"(* (+ (* x 2) 5) x)",4,7,63,2087,1040.53,
"(* (+ (* x 2) 5) x)",4,7,63,2088,1039.82,
"(* (+ (* x 2) 5) x)",4,7,63,2089,1039.8,
"(* (+ (* x 2) 5) x)",4,7,63,2090,1039.8,
"(* (+ (* x 2) 5) x)",4,7,63,2091,1039.1,
"(* (+ (* x 2) 5) x)",4,7,63,2092,1038.39,
"(* (+ (* x 2) 5) x)",4,7,63,2093,1036.92,
"(* (+ (* x 2) 5) x)",4,7,63,2094,1036.79,
"(* (+ (* x 2) 5) x)",4,7,63,2095,1035.32,
"(* (+ (* x 2) 5) x)",4,7,63,2096,1034.63,
"(* (+ (* x 2) 5) x)",4,7,63,2097,1033.16,
"(* (+ (* x 2) 5) x)",4,7,63,2098,1032.95,
"(* (+ (* x 2) 5) x)",4,7,63,2099,1032.94,
"(* (+ (* x 2) 5) x)",4,7,63,2100,1031.47,
"(* (+ (* x 2) 5) x)",4,7,63,2101,1031.47,
"(* (+ (* x 2) 5) x)",4,7,63,2102,1030.77,
"(* (+ (* x 2) 5) x)",4,7,63,2103,1029.29,
"(* (+ (* x 2) 5) x)",4,7,63,2104,1029.29,
"(* (+ (* x 2) 5) x)",4,7,63,2105,1029.29,
"(* (+ (* x 2) 5) x)",4,7,63,2106,1028.59,
"(* (+ (* x 2) 5) x)",4,7,63,2107,1027.12,
"(* (+ (* x 2) 5) x)",4,7,63,2108,1026.37,
"(* (+ (* x 2) 5) x)",4,7,63,2109,1025.68,
"(* (+ (* x 2) 5) x)",4,7,63,2110,1025.68,
"(* (+ (* x 2) 5) x)",4,7,63,2111,1024.98,
"(* (+ (* x 2) 5) x)",4,7,63,2112,1024.76,
"(* (+ (* x 2) 5) x)",4,7,63,2113,1023.29,
"(* (+ (* x 2) 5) x)",4,7,63,2114,1022.6,
"(* (+ (* x 2) 5) x)",4,7,63,2115,1021.4,
"(* (+ (* x 2) 5) x)",4,7,63,2116,1019.93,
"(* (+ (* x 2) 5) x)",4,7,63,2117,1019.23,
"(* (+ (* x 2) 5) x)",4,7,63,2118,1018.47,
"(* (+ (* x 2) 5) x)",4,7,63,2119,1017.27,
"(* (+ (* x 2) 5) x)",4,7,63,2120,1016.29,
"(* (+ (* x 2) 5) x)",4,7,63,2121,1014.82,
"(* (+ (* x 2) 5) x)",4,7,63,2122,1014.82,
"(* (+ (* x 2) 5) x)",4,7,63,2123,1014.82,
"(* (+ (* x 2) 5) x)",4,7,63,2124,1014.79,
"(* (+ (* x 2) 5) x)",4,7,63,2125,1013.32,
"(* (+ (* x 2) 5) x)",4,7,63,2126,1011.84,
"(* (+ (* x 2) 5) x)",4,7,63,2127,1010.37,
"(* (+ (* x 2) 5) x)",4,7,63,2128,1009.69,
"(* (+ (* x 2) 5) x)",4,7,63,2129,1009.69,
"(* (+ (* x 2) 5) x)",4,7,63,2130,1009.66,
"(* (+ (* x 2) 5) x)",4,7,63,2131,1008.96,
"(* (+ (* x 2) 5) x)",4,7,63,2132,1007.48,
"(* (+ (* x 2) 5) x)",4,7,63,2133,1007.48,
"(* (+ (* x 2) 5) x)",4,7,63,2134,1006.01,
"(* (+ (* x 2) 5) x)",4,7,63,2135,1005.98,
"(* (+ (* x 2) 5) x)",4,7,63,2136,1005.3,
"(* (+ (* x 2) 5) x)",4,7,63,2137,1004.6,
"(* (+ (* x 2) 5) x)",4,7,63,2138,1003.14,
"(* (+ (* x 2) 5) x)",4,7,63,2139,1002.44,
"(* (+ (* x 2) 5) x)",4,7,63,2140,1000.97,
"(* (+ (* x 2) 5) x)",4,7,63,2141,1000.23,
"(* (+ (* x 2) 5) x)",4,7,63,2142,998.761,
"(* (+ (* x 2) 5) x)",4,7,63,2143,998.069,
"(* (+ (* x 2) 5) x)",4,7,63,2144,998.069,
"(* (+ (* x 2) 5) x)",4,7,63,2145,997.379,
"(* (+ (* x 2) 5) x)",4,7,63,2146,996.703,
"(* (+ (* x 2) 5) x)",4,7,63,2147,996.686,
"(* (+ (* x 2) 5) x)",4,7,63,2148,996.686,
"(* (+ (* x 2) 5) x)",4,7,63,2149,995.228,
"(* (+ (* x 2) 5) x)",4,7,63,2150,994.49,
"(* (+ (* x 2) 5) x)",4,7,63,2151,993.819,
"(* (+ (* x 2) 5) x)",4,7,63,2152,993.148,
"(* (+ (* x 2) 5) x)",4,7,63,2153,992.181,
"(* (+ (* x 2) 5) x)",4,7,63,2154,991.382,
"(* (+ (* x 2) 5) x)",4,7,63,2155,989.981,
"(* (+ (* x 2) 5) x)",4,7,63,2156,989.777,
"(* (+ (* x 2) 5) x)",4,7,63,2157,989.106,
"(* (+ (* x 2) 5) x)",4,7,63,2158,988.369,
"(* (+ (* x 2) 5) x)",4,7,63,2159,987.074,
"(* (+ (* x 2) 5) x)",4,7,63,2160,987.074,
"(* (+ (* x 2) 5) x)",4,7,63,2161,985.617,
"(* (+ (* x 2) 5) x)",4,7,63,2162,984.93,
"(* (+ (* x 2) 5) x)",4,7,63,2163,984.915,
"(* (+ (* x 2) 5) x)",4,7,63,2164,983.728,
"(* (+ (* x 2) 5) x)",4,7,63,2165,982.271,
"(* x (+ (+ x 5) x))",4,7,63,2166,980.814,
"(* x (+ (+ x 5) x))",4,7,63,2167,980.814,
"(* x (+ (+ x 5) x))",4,7,63,2168,980.799,
"(* x (+ (+ x 5) x))",4,7,63,2169,980.799,
"(* x (+ (+ x 5) x))",4,7,63,2170,980.612,
"(* x (+ (+ x 5) x))",4,7,63,2171,980.612,
"(* x (+ (+ x 5) x))",4,7,63,2172,979.155,
"(* x (+ (+ x 5) x))",4,7,63,2173,979.155,
"(* x (+ (+ x 5) x))",4,7,63,2174,978.468,
"(* x (+ (+ x 5) x))",4,7,63,2175,978.468,
"(* x (+ (+ x 5) x))",4,7,63,2176,977.011,
"(* x (+ (+ x 5) x))",4,7,63,2177,976.044,
"(* x (+ (+ x 5) x))",4,7,63,2178,976.044,
"(* x (+ (+ x 5) x))",4,7,63,2179,976.044,
"(* x (+ (+ x 5) x))",4,7,63,2180,974.587,
"(* x (+ (+ x 5) x))",4,7,63,2181,973.13,
"(* x (+ (+ x 5) x))",4,7,63,2182,972.459,
"(* x (+ (+ x 5) x))",4,7,63,2183,971.772,
"(* x (+ (+ x 5) x))",4,7,63,2184,970.315,
"(* x (+ (+ x 5) x))",4,7,63,2185,970.315,
"(* x (+ (+ x 5) x))",4,7,63,2186,968.858,
"(* x (+ (+ x 5) x))",4,7,63,2187,968.121,
"(* x (+ (+ x 5) x))",4,7,63,2188,968.121,
"(* x (+ (+ x 5) x))",4,7,63,2189,968.121,
"(* x (+ (+ x 5) x))",4,7,63,2190,967.434,
"(* x (+ (+ x 5) x))",4,7,63,2191,967.434,
"(* x (+ (+ x 5) x))",4,7,63,2192,967.434,
"(* x (+ (+ x 5) x))",4,7,63,2193,966.749,
"(* x (+ (+ x 5) x))",4,7,63,2194,966.078,
"(* x (+ (+ x 5) x))",4,7,63,2195,965.111,
"(* x (+ (+ x 5) x))",4,7,63,2196,965.111,
"(* x (+ (+ x 5) x))",4,7,63,2197,965.111,
"(* x (+ (+ x 5) x))",4,7,63,2198,965.111,
"(* x (+ (+ x 5) x))",4,7,63,2199,963.654,
"(* x (+ (+ x 5) x))",4,7,63,2200,963.654,
"(* x (+ (+ x 5) x))",4,7,63,2201,962.687,
