"Best Solution","Depth","Size","Fitness","Evals","Avg. Fitness","Time (s)"
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2662,804.405,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2663,803.597,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2664,802.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2665,802.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2666,802.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2667,801.149,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2668,799.707,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2669,799.707,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2670,798.321,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2671,797.513,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2672,796.731,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2673,795.977,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2674,794.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2675,794.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2676,794.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2677,794.535,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2678,794.529,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2679,794.529,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2680,793.143,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2681,791.701,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2682,790.259,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2683,788.817,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2684,788.719,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2685,787.655,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2686,787.655,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2687,786.171,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2688,786.171,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2689,786.171,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2690,785.109,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2691,785.109,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2692,785.109,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2693,783.667,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2694,783.655,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2695,782.261,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2696,782.261,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2697,780.819,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2698,779.377,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2699,779.253,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2700,777.811,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2701,777.805,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2702,776.412,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2703,776.409,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2704,776.409,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2705,774.973,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2706,774.973,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2707,774.973,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2708,774.973,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2709,773.593,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2710,773.593,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2711,773.593,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2712,773.593,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2713,772.205,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2714,770.769,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2715,769.389,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2716,768.009,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2717,768.009,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2718,768.009,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2719,768.009,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2720,766.573,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2721,766.573,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2722,765.865,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2723,765.865,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2724,764.429,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2725,763.049,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2726,763.049,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2727,762.301,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2728,760.865,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2729,760.865,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2730,760.063,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2731,760.063,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2732,760.063,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2733,758.627,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2734,757.191,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2735,757.191,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2736,755.755,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2737,755.755,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2738,754.319,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2739,754.319,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2740,752.883,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2741,752.883,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2742,752.883,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2743,751.494,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2744,750.828,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2745,750.828,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2746,750.828,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2747,749.392,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2748,748.004,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2749,746.622,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2750,745.572,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2751,744.142,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2752,743.202,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2753,741.772,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2754,740.342,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2755,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2756,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2757,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2758,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2759,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2760,738.968,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2761,737.594,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2762,737.594,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2763,736.165,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2764,736.165,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2765,736.165,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2766,734.736,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2767,733.355,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2768,732.304,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2769,732.304,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2770,730.923,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2771,730.923,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2772,729.452,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2773,728.023,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2774,728.023,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2775,726.977,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2776,726.977,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2777,726.977,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2778,725.609,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2779,724.819,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2780,723.773,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2781,722.397,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2782,722.397,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2783,720.973,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2784,719.929,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2785,719.929,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2786,719.929,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2787,719.195,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2788,717.771,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2789,717.771,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2790,717.771,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2791,717.771,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2792,716.347,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2793,714.923,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2794,713.499,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2795,712.131,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2796,710.707,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2797,709.339,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2798,707.915,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2799,706.547,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2800,705.126,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2801,704.433,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2802,703.782,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2803,703.782,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2804,703.782,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2805,703.024,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2806,701.566,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2807,701.566,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2808,701.566,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2809,701.566,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2810,700.206,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2811,700.206,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2812,699.518,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2813,699.518,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2814,699.518,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2815,698.76,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2816,698.76,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2817,698.76,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2818,698.76,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2819,697.724,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2820,696.364,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2821,695.328,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2822,695.328,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2823,693.912,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2824,692.496,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2825,692.496,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2826,691.46,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2827,691.46,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2828,690.044,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2829,690.044,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2830,689.008,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2831,687.602,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2832,687.602,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2833,687.602,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2834,687.602,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2835,686.887,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2836,685.484,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2837,685.484,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2838,684.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2839,684.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2840,684.094,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2841,682.691,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2842,681.288,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2843,681.288,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2844,681.288,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2845,681.288,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2846,681.288,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2847,679.885,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2848,679.885,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2849,679.885,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2850,679.17,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2851,678.401,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2852,678.401,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2853,676.998,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2854,675.595,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2855,674.248,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2856,674.248,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2857,674.248,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2858,674.248,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2859,672.845,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2860,672.212,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2861,672.212,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2862,670.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2863,670.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2864,670.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2865,670.809,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2866,669.406,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2867,668.773,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2868,668.773,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2869,668.773,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2870,667.373,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2871,667.373,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2872,667.373,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2873,667.373,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2874,667.373,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2875,666.749,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2876,666.749,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2877,666.669,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2878,665.326,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2879,665.326,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2880,665.326,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2881,665.326,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2882,663.932,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2883,663.932,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2884,663.932,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2885,663.932,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2886,662.592,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2887,661.25,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2888,660.63,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2889,660.63,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2890,659.24,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2891,657.897,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2892,656.507,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2893,655.117,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2894,653.727,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2895,652.337,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2896,651.717,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2897,651.717,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2898,651.017,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2899,650.287,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2900,650.287,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2901,648.855,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2902,648.855,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2903,648.855,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2904,647.423,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2905,646.033,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2906,646.033,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2907,644.643,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2908,644.643,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2909,644.643,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2910,644.643,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2911,644.643,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2912,644.023,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2913,643.293,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2914,643.293,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2915,641.903,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2916,641.903,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2917,641.903,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2918,640.523,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2919,639.143,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2920,637.763,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2921,637.153,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2922,637.153,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2923,637.153,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2924,635.774,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2925,634.395,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2926,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2927,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2928,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2929,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2930,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2931,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2932,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2933,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2934,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2935,633.016,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2936,631.637,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2937,631.508,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2938,631.508,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2939,630.509,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2940,630.509,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2941,630.509,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2942,629.9,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2943,628.911,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2944,627.923,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2945,626.603,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2946,626.603,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2947,625.235,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2948,625.235,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2949,624.637,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2950,624.637,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2951,623.227,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2952,622.629,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2953,622.629,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2954,622.629,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2955,621.261,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2956,619.893,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2957,618.525,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2958,618.525,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2959,617.115,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2960,617.115,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2961,615.747,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2962,615.747,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2963,614.383,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2964,614.383,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2965,614.383,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2966,613.789,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2967,613.789,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2968,612.431,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2969,611.121,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2970,611.121,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2971,609.763,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2972,608.405,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2973,607.817,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2974,606.46,
"(+ (+ 2 x) (* (+ 2 x) (* x 2)))",4,11,21,2975,606.46,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2976,605.072,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2977,603.726,
"(+ (+ 2 x) (* (+ 2 x) (+ x x)))",4,11,21,2978,603.15,
